id,drafted,hs,col
magnutr01,False,,
magruch01,True,"West Valley HS (Yakima, WA)","University of Washington (Seattle, WA)"
maharke01,False,,"Lincoln Trail College (Robinson, IL)"
mahlegr01,True,"Westminster HS (Westminster, CA)","University of California, Santa Barbara (Santa Barbara, CA)"
mahlety01,True,"Westminster HS (Westminster, CA)",
maholpa01,True,"Germantown HS (Germantown, TN)","Mississippi State University (Mississippi State, MS)"
mahonjo01,False,,
mahonmi02,True,"Dowling Catholic HS (West Des Moines, IA)","Creighton University (Omaha, NE)"
mahtomi01,True,"St. Thomas More HS (Lafayette, LA)","Louisiana State University (Baton Rouge, LA)"
maiermi01,True,"Novi HS (Novi, MI)","University of Toledo (Toledo, OH)"
mailelu01,True,"Covington Catholic HS (Park Hills, KY)","University of Kentucky (Lexington, KY)"
mainejo01,True,"North Stafford HS (Stafford, VA)","University of North Carolina at Charlotte (Charlotte, NC)"
mainesc01,True,"William T. Dwyer HS (West Palm Beach, FL)","University of Miami (Coral Gables, FL)"
maireos01,False,"Chinandega (Chinandega, Nicaragua)",
majewga01,True,"St. Pius X HS (Houston, TX)",
majewva01,True,"Freehold Township HS (Freehold, NJ)","Rutgers, the State University of New Jersey (New Brunswick, NJ)"
makitka01,False,Seisei Kogyo HS (Japan),Heisei Kokusai University (Japan)
malasma01,True,"Cardinal Mooney HS (Youngstown, OH)","University of Akron (Akron, OH)"
maldoca03,False,Perez Bonolches (Venezuela),
maldoma01,True,"Dr Juan J Nunez HS (Naguabo, Puerto Rico)",
mallebr01,True,"Dublin HS (Dublin, GA)","Columbus State University (Columbus, GA)"
malonma02,True,"Huron HS (Huron, OH)","University of Mississippi (Oxford, MS)"
manaese01,True,"Andrean HS (Merrillville, IN)","Indiana State University (Terre Haute, IN)"
mancitr01,True,"Winter Haven HS (Winter Haven, FL)","University of Notre Dame (South Bend, IN)"
manesse01,True,"Pinecrest HS (Southern Pines, NC)","East Carolina University (Greenville, NC)"
mangima01,False,,
mannbr01,True,"Mount Rainier HS (Des Moines, WA)",
mannich01,True,"Winter Haven HS (Winter Haven, FL)","Polk Community College (Winter Haven, FL)"
mannida01,True,,"Palm Beach Community College (Lake Worth, FL)"
mannji01,True,"Holbrook HS (Holbrook, MA)","Massasoit Community College (Brockton, MA)"
manonju01,False,"Boca Chica (Boca Chica, Dominican Republic)",
manshje01,True,"Ronald Reagan HS (San Antonio, TX)","University of Notre Dame (South Bend, IN)"
mantijo01,True,"Tunstall HS (Dry Fork, VA)","Virginia Polytechnic Institute and State University (Blacksburg, VA)"
manuero01,False,"Bellaire HS (Bellaire, TX)","Sam Houston State University (Huntsville, TX)"
manzeto01,True,"Archbishop Hannan HS (Covington, LA)","Tulane University (New Orleans, LA)"
mapledi01,True,"Pinecrest HS (Southern Pines, NC)",
marcush01,True,"Excelsior Springs HS (Excelsior Springs, MO)","University of Missouri Columbia (Columbia, MO)"
margoma01,False,,
marimsu01,False,,
marinjh01,False,Escuela Cinega el Medio del la Horma (Dominican Republic),
mariomi01,True,"Carroll HS (Southlake, TX)","University of Nebraska at Lincoln (Lincoln, NE)"
marisja01,True,"Riverside Poly HS (Riverside, CA)",
marjami01,True,"Granite Bay HS (Granite Bay, CA)","California State University Long Beach (Long Beach, CA)"
markani01,True,"Woodstock HS (Woodstock, GA)","Young Harris College (Young Harris, GA)"
marksju01,True,"Owensboro Catholic HS (Owensboro, KY)","University of Louisville (Louisville, KY)"
marksma01,True,"Glen Este HS (Batavia, OH)","Campbell University (Buies Creek, NC)"
marmoca01,False,,
maronni01,True,"Lexington Catholic HS (Lexington, KY)","University of Florida (Gainesville, FL)"
marotmi01,True,"William R. Boone HS (Orlando, FL)","University of Central Florida (Orlando, FL)"
marquge01,False,,
marquja01,True,"Tottenville HS (Staten Island, NY)",
marquje01,True,"Will C. Wood HS (Vacaville, CA)","Sacramento City College (Sacramento, CA)"
marrech01,True,"Monsignor Edward Pace HS (Miami Gardens, FL)",
marrede01,True,"American Heritage HS (Plantation, FL)","Arizona State University (Tempe, AZ)"
marshbr01,True,"Ross S. Sterling HS (Baytown, TX)",
marshev01,True,"Homestead HS (Cupertino, CA)","Kansas State University (Manhattan, KS)"
marshja01,True,"John F. Kennedy HS (St. Louis, MO)","Jefferson College (Hillsboro, MO)"
marshse01,True,"Manchester HS (Midlothian, VA)","Virginia Commonwealth University (Richmond, VA)"
marsolo01,True,"Coronado HS (Scottsdale, AZ)",
marsosa01,True,"Jesuit HS (Tampa, FL)",
marteal01,False,,
martean01,False,Liceo Nueva Esperanza (Dominican Republic),
martefr01,False,,
marteje01,False,,
marteke01,False,,
marteke02,False,,
martelu01,False,,
martest01,False,,
martevi01,False,"Liceo Jose Debeau (Puerto Plata, Dominican Republic)",
martian01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
martica03,False,,
martica04,False,,
martich02,True,"Arlington HS (Arlington, TX)","McLennan Community College (Waco, TX)"
martico01,True,"Dos Palos HS (Dos Palos, CA)","Gonzaga University (Spokane, WA)"
marticr01,False,Liceo Nocturno (Dominican Republic),
martida02,False,,
martiet01,False,"Stephens County School (Toccoa, GA)",Los Angeles Dodgers
martife02,False,"Cenapic (Cenapic, Dominican Republic)",
martijd01,True,"Sherman E. Burroughs HS (Ridgecrest, CA)",
martijd02,True,"Charles Flanagan HS (Pembroke Pines, FL)","Nova Southeastern University (Fort Lauderdale, FL)"
martijo07,True,"Seton Hall Preparatory School (West Orange, NJ)","Boston College (Chestnut Hill, MA)"
martijo08,False,,
martiky01,True,"St. Michael's Academy (Austin, TX)","Texas A&M University (College Station, TX)"
martile01,False,,
martilu01,False,"Boca Chica (Boca Chica, Dominican Republic)",
martilu02,True,"Coral Park HS (Miami, FL)","Cumberland University (Lebanon, TN)"
martimi02,False,"San Lorenzo (Santo Domingo, Dominican Republic)",
martini01,True,"Belen Jesuit Preparatory (Miami, FL)","Fordham University (New York, NY)"
martini02,True,,"Kansas State University (Manhattan, KS)"
martios01,True,,"Porterville College (Porterville, CA)"
martira04,False,,
martiru01,True,"Polyvalente Edouard Montpetit (Montreal, QC)","Chipola College (Marianna, FL)"
martish01,False,"St. Joseph (Willemstad, Curacao)",
martivi01,False,"Ciudad Bolivar (Ciudad Bolivar, Venezuela)",
martiwi01,False,"Barquisimeto (Barquisimeto, Venezuela)",
masseni01,True,"Pinellas Park HS (Pinellas Park, FL)","St. Petersburg College (St. Petersburg, FL)"
masteju01,True,"Beavercreek HS (Beavercreek, OH)","Bethel College (Mishawaka, IN)"
mastnto01,True,"Zionsville Community HS (Zionsville, IN)","Furman University (Greenville, SC)"
mastrda01,True,"Fox Lane HS (Bedford, NY)","University of Southern Indiana (Evansville, IN)"
matafr01,False,,
mateohe01,True,"Santurce (Santurce, Puerto Rico)",
mateoju01,False,"Bani (Bani, Dominican Republic)",
mateoju02,False,,
mateoma01,False,,
mathejo02,True,"Mountain Pointe HS (Phoenix, AZ)",
mathido01,True,"Show Low HS (Show Low, AZ)","Central Arizona College (Coolidge, AZ)"
mathije01,True,"Marianna HS (Marianna, FL)",
mathisc01,True,"Aldergrove HS (Vancouver, BC)",
matonph01,True,,"Louisiana Tech University (Ruston, LA)"
matosju01,True,"Horlick HS (Racine, WI)","South Suburban College (South Holland, IL)"
matoslu01,True,"Academia Discipulos de Cristo (Bayamon, Puerto Rico)",
matosos01,False,,
matrada01,True,,"Pepperdine University (Malibu, CA)"
matsuda01,False,"Yokohama (Yokohama, Japan)",
matsuhi01,False,"Seiryo (Nagoya City, Japan)",
matsuka01,False,"PL Gakuen (Osaka, Japan)",
mattetr01,True,"Sarasota HS (Sarasota, FL)","Miami-Dade College, Wolfson Campus (Miami, FL)"
matthmi01,True,"Woodbridge HS (Woodbridge, VA)","Montgomery College, Rockville Campus (Rockville, MD)"
matthry01,True,"Galt HS (Galt, CA)","Sacramento City College (Sacramento, CA)"
mattike01,True,"East Forsyth HS (Kernersville, NC)","University of North Carolina at Asheville (Asheville, NC)"
matusbr01,True,"St. Marys HS (Phoenix, AZ)","University of San Diego (San Diego, CA)"
matzety01,True,"Capistrano Valley HS (Mission Viejo, CA)",
matzst01,True,"Ward Melville HS (East Setauket, NY)",
mauerjo01,True,"Cretin-Derham Hall HS (St. Paul, MN)",
maurebr01,True,"Orange Lutheran HS (Orange, CA)",
maureda01,True,"Apple Valley HS (Apple Valley, MN)","Oklahoma State University (Stillwater, OK)"
maxwebr01,True,"Sparkman HS (Harvest, AL)","Birmingham-Southern College (Birmingham, AL)"
maxweju01,True,"Sherwood HS (Sandy Spring, MD)","University of Maryland (College Park, MD)"
mayayu01,False,,
maybejo02,True,"Rockhurst HS (Kansas City, MO)","Stanford University (Palo Alto, CA)"
maybica01,True,"T. C. Roberson HS (Asheville, NC)",
mayermi01,True,"Grove City HS (Grove City, OH)","University of Mississippi (Oxford, MS)"
mayja02,True,"Lakota West HS (West Chester, OH)","Coastal Carolina University (Conway, SC)"
maylu01,False,,
maysoed01,True,"Vega Baja (Vega Baja, Puerto Rico)","Delta State University (Cleveland, MS)"
maytr01,True,"Kelso HS (Kelso, WA)",
mayzati01,True,"Upper Perkiomen HS (Red Hill, PA)","Millersville University of Pennsylvania (Millersville, PA)"
mazalu01,False,"Cuman (Cuman, Venezuela)",
mazarno01,False,,
mazzavi01,True,"Rutherford HS (Rutherford, NJ)",
mazzoco01,True,"Seneca Valley HS (Harmony, PA)","North Carolina State University (Raleigh, NC)"
mcallza01,True,"Illinois Valley Central HS (Chillicothe, IL)",
mcanupa01,True,"Oxnard HS (Oxnard, CA)","Oxnard College (Oxnard, CA)"
mcbetma01,True,,"University of South Carolina (Columbia, SC)"
mcbrima01,True,"Screven County HS (Sylvania, GA)",
mcbrima02,True,"Bethlehem Liberty HS (Bethlehem, PA)","Lehigh University (Bethlehem, PA)"
mccanbr01,True,"Duluth HS (Duluth, GA)",
mccanja02,True,"Dos Pueblos HS (Goleta, CA)","University of Arkansas (Fayetteville, AR)"
mccarbr01,True,"Cheyenne Mountain HS (Colorado Springs, CO)","Lamar Community College (Lamar, CO)"
mccarke01,True,"Kellenberg Memorial HS (Uniondale, NY)","Marist College (Poughkeepsie, NY)"
mccleky01,True,"Hazelwood West HS (Hazelwood, MO)",
mcclemi01,True,"Bishop Moore HS (Orlando, FL)","Seminole Community College (Sanford, FL)"
mccleza01,True,"St. Francis de Sales HS (Toledo, OH)","University of Illinois at Urbana-Champaign (Champaign, IL)"
mccluse01,True,"Greenbrier East HS (Lewisburg, WV)",
mcconsa02,True,"LaSalle HS (Cincinnati, OH)","Ball State University (Muncie, IN)"
mccoymi01,True,"Grossmont HS (El Cajon, CA)","University of San Diego (San Diego, CA)"
mccoypa01,True,"Sahuaro HS (Tucson, AZ)",
mccread01,True,"Bonita HS (La Verne, CA)","Arizona State University (Tempe, AZ)"
mccrobo01,True,"Columbus HS (Columbus, MS)","University of Southern Mississippi (Hattiesburg, MS)"
mcculla02,True,"Jesuit HS (Tampa, FL)",
mccutan01,True,"Fort Meade HS (Fort Meade, FL)",
mccutda01,True,"Norman HS (Norman, OK)","University of Central Oklahoma (Edmond, OK)"
mcdonda02,True,"Cherry Creek HS (Greenwood Village, CO)",
mcdondo01,True,"Cherry Creek HS (Greenwood Village, CO)","Trinidad State Junior College (Trinidad, CO)"
mcdonja03,True,"Polytechnic HS (Long Beach, CA)","Golden West College (Huntington Beach, CA)"
mcdonke01,True,,"Cypress College (Cypress, CA)"
mcdouma01,True,,"Santa Fe Community College (Gainesville, FL)"
mcfartj01,True,"Amos Alonzo Stagg HS (Palos Hills, IL)",
mcgeeja01,True,"Edward C. Reed HS (Sparks, NV)",
mcgehca01,True,"Soquel HS (Soquel, CA)","California State University Fresno (Fresno, CA)"
mcgousc01,True,"Plum HS (Pittsburgh, PA)","University of Oregon (Eugene, OR)"
mcgowdu01,True,"Long County HS (Ludowici, GA)",
mcgowke01,True,"Nashua North HS (Nashua, NH)","Franklin Pierce University (Rindge, NH)"
mcgowky01,True,"Pierson HS (Sag Harbor, NY)","Savannah State University (Savannah, GA)"
mcgraky01,True,"Butler Traditional HS (Shively, KY)","University of Louisville (Louisville, KY)"
mcguich01,True,"James Island HS (Charleston, SC)","The Citadel (Charleston, SC)"
mcguide02,True,"Deep Run HS (Glen Allen, VA)","Georgia Institute of Technology (Atlanta, GA)"
mcguire01,True,"Kentwood HS (Covington, WA)",
mchugco01,True,"Providence Christian Academy (Lilburn, GA)","Berry College (Mount Berry, GA)"
mckayco01,True,"Horizon HS (Scottsdale, AZ)","Arizona State University (Tempe, AZ)"
mckenmi01,True,"Farragut HS (Knoxville, TN)","Middle Tennessee State University (Murfreesboro, TN)"
mckinbi01,True,"Plano West Senior HS (Plano, TX)",
mckiran01,True,"Georgetown HS (Georgetown, TX)","University of Texas at Austin (Austin, TX)"
mcknito01,True,"Texarkana HS (Texarkana, TX)",
mcleama01,True,"Mansfield Christian HS (Mansfield, OH)","Mount Vernon Nazarene University (Mount Vernon, OH)"
mclemma02,True,"Del Oro HS (Loomis, CA)","Oregon State University (Corvallis, OR)"
mclouna01,True,"Whitehall HS (Whitehall, MI)",
mcmahry01,True,"Mater Dei HS (Santa Ana, CA)",
mcneije01,True,"Nipomo HS (Nipomo, CA)","California State University Long Beach (Long Beach, CA)"
mcpheda01,True,"Eastern Randolph HS (Ramseur, NC)","The Citadel (Charleston, SC)"
mcpheky01,True,"St. Paul's Episcopal School (Mobile, AL)","Faulkner State College (Bay Minette, AL)"
mcraeal01,True,"Eisenhower HS (New Berlin, WI)","Jacksonville University (Jacksonville, FL)"
meadoau01,True,"Grayson HS (Loganville, GA)",
meansjo01,True,"Gardner-Edgerton HS (Gardner, KS)","Fort Scott Community College (Fort Scott, KS)"
mearsch01,True,"Lord Byng HS (Vancouver, BC)",
meddebr01,True,"Hillcrest HS (Tuscaloosa, AL)","Mississippi State University (Mississippi State, MS)"
medicto01,True,"Bellarmine College Preparatory (San Jose, CA)","Santa Clara University (Santa Clara, CA)"
medinyo01,False,Liceo Ambrosio Plaza (Venezuela),
medlekr01,True,"Gahr HS (Cerritos, CA)","Santa Ana College (Santa Ana, CA)"
meekev01,True,"Inglemoor HS (Kenmore, WA)","Bellevue Community College (Bellevue, WA)"
meisiry01,True,"Northern HS (Owings, MD)","Radford University (Radford, VA)"
mejiaad01,False,,
mejiaal01,True,"El Camino Real HS (Woodland Hills, CA)","University of Arizona (Tucson, AZ)"
mejiafr01,False,,
mejiaje01,False,,
melanma01,True,"Golden HS (Golden, CO)","University of Arizona (Tucson, AZ)"
melhuad01,True,"Lincoln HS (Stockton, CA)","Santa Clara University (Santa Clara, CA)"
melilke01,True,"Lake Bentley HS (Lake Bentley, FL)","University of South Carolina (Columbia, SC)"
mellake01,False,,
meloajo01,True,"James E. Taylor HS (Katy, TX)","University of Arizona (Tucson, AZ)"
meloju01,False,"Bani (Bani, Dominican Republic)",
melviti01,True,"Wentzville Holt HS (Wentzville, MO)",
menchke01,True,"St. Mark's HS (Wilmington, DE)","University of Delaware (Newark, DE)"
mendead01,False,,
mendeca01,False,Pedro E. Collegio (Venezuela),
mendedo01,False,"Barquisimeto (Barquisimeto, Venezuela)",
mendero01,False,,
mendeyo01,False,,
mendolu01,False,,
mengdda01,True,"Westside HS (Houston, TX)","Texas A&M University (College Station, TX)"
mercahe01,True,"Jose S. Alegria (Dorado, Puerto Rico)",
mercejo03,True,"Taloga HS (Taloga, OK)","Oklahoma State University (Stillwater, OK)"
merceme01,False,,
meredcl01,True,"Meadowbrook HS (Richmond, VA)","Virginia Commonwealth University (Richmond, VA)"
merriry01,True,"Celina HS (Celina, TX)","McLennan Community College (Waco, TX)"
merriwh01,True,"Davie County HS (Mocksville, NC)","University of South Carolina (Columbia, SC)"
mesame01,False,,
mesorde01,True,"Punxsutawney HS (Punxsutawney, PA)",
messera01,True,"Sparks HS (Sparks, NV)",
metcatr01,True,"Wamego HS (Wamego, KS)","University of Kansas (Lawrence, KS)"
meyeral01,True,"Greensburg HS (Greensburg, IN)","University of Kentucky (Lexington, KY)"
meyerbe02,True,"Totino-Grace HS (Findlay, MN)","University of Minnesota (Minneapolis, MN)"
meyerda02,True,"Kingsway Regional HS (Woolwich Township, NJ)","James Madison University (Harrisonburg, VA)"
meyerdr01,True,,"University of South Carolina (Columbia, SC)"
miadiba01,True,"Lakeridge HS (Lake Oswego, OR)","University of San Diego (San Diego, CA)"
michaja01,True,"Jesuit HS (Tampa, FL)","Northwest Florida State College (Niceville, FL)"
mickoka01,True,"Bozeman HS (Bozeman, MT)","College of Eastern Utah (Price, UT)"
middlja01,True,"Grass Lake HS (Grass Lake, MI)","Stanford University (Palo Alto, CA)"
middlke01,True,"Milwaukie HS (Milwaukie, OR)","Lane Community College (Eugene, OR)"
middlwi01,True,"Liberty Eylau HS (Texarkana, TX)",
mijarjo01,False,,
mikolmi01,True,"Jupiter HS (Jupiter, FL)","Nova Southeastern University (Fort Lauderdale, FL)"
milesaa01,True,"Antioch HS (Antioch, CA)",
mileywa01,True,"Loranger HS (Loranger, LA)","Southeastern Louisiana University (Hammond, LA)"
millean01,True,"F. W. Buchholz HS (Gainesville, FL)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
millebr02,True,"Olympia HS (Orlando, FL)","Clemson University (Clemson, SC)"
milleco01,True,"Yucaipa HS (Yucaipa, CA)","San Bernardino Valley College (San Bernardino, CA)"
milleja03,True,"Sarasota HS (Sarasota, FL)",
milleja04,True,"Selma HS (Selma, AL)",
milleji02,True,"North Fort Myers HS (North Fort Myers, FL)","Mars Hill College (Mars Hill, NC)"
milleju01,True,"Torrance HS (Torrance, CA)","Los Angeles Harbor College (Wilmington, CA)"
milleju02,True,"Ridgeview HS (Bakersfield, CA)","California State University Fresno (Fresno, CA)"
millela02,True,"Lakewood Ranch HS (Bradenton, FL)",
millema01,True,"Monterey HS (Lubbock, TX)","Texas Tech University (Lubbock, TX)"
millema02,False,"Leland HS (Leland, MS)","Delta State University (Cleveland, MS)"
millemi01,True,"De La Salle HS (Concord, CA)","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
millesh01,True,"Brownwood HS (Brownwood, TX)",
millsal02,True,"Montgomery Central HS (Cunningham, TN)","University of Tennessee at Martin (Martin, TN)"
millsbr02,True,"Mountain View HS (Mesa, AZ)","University of Arizona (Tucson, AZ)"
milneho01,True,"Paschal HS (Fort Worth, TX)","University of Texas at Austin (Austin, TX)"
milonto01,True,"Saugus HS (Saugus, CA)","University of Southern California (Los Angeles, CA)"
minayju01,False,,
minerza01,True,"Palm Beach Gardens HS (Palm Beach Gardens, FL)",
minorda01,True,"Hammon HS (Hammon, OK)","University of Oklahoma (Norman, OK)"
minormi01,True,"Forrest HS (Chapel Hill, TN)","Vanderbilt University (Nashville, TN)"
minteaj01,False,"Brook Hill School (Bullard, TX)","Texas A&M University (College Station, TX)"
miranar01,False,,
miranju01,False,,
mischpa01,True,"Glenbrook North HS (Northbrook, IL)","Western Michigan University (Kalamazoo, MI)"
mitchbr01,True,"Rockingham County HS (Reidsville, NC)",
mitchdj01,True,"North Forsyth HS (Winston-Salem, NC)","Clemson University (Clemson, SC)"
mitchru01,False,,
mitrese01,True,"Montgomery HS (Chula Vista, CA)","San Diego City College (San Diego, CA)"
mockga01,True,"North Shore HS (Harris, TX)","Grayson County College (Denison, TX)"
moellch01,True,"Upland HS (Upland, CA)","University of Southern California (Los Angeles, CA)"
mohrdu01,True,"Oak Grove HS (Hattiesburg, MS)","University of Alabama (Tuscaloosa, AL)"
molingu01,False,"San Jose (Vargas, Venezuela)",
molinya01,True,"Ladislao Martinez HS (Vega Alta, Puerto Rico)",
molledu01,True,"Cochrane HS (Regina, SK)","Lethbridge CC (Lethbridge, AB)"
mollsa01,True,"St. Benedict at Auburndale HS (Cordova, TN)","University of Memphis (Memphis, TN)"
monasca01,False,"Liceo Rafael Arebalo Gonzalez (Higuerote, Venezuela)",
moncayo01,False,,
moncrca01,True,"Hillcrest Christian HS (Jackson, MS)","Chipola College (Marianna, FL)"
mondera02,False,,
moneljo01,True,"Christopher Columbus HS (Bronx, NY)","Seminole Community College (Sanford, FL)"
monrocr01,True,"Texas HS (Texarkana, TX)",
montafr02,False,"Colegio Creciendo (San Cristobal, Dominican Republic)",
montalu01,True,"Coral Park HS (Miami, FL)",
monteag01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
monteje01,False,,
montemi01,False,Nuestra Senora la Espanaza (Venezuela),
montera01,False,Francisco Sergio Castillo (Dominican Republic),
montgjo01,True,,"University of South Carolina (Columbia, SC)"
montgmi01,True,"William S. Hart HS (Santa Clarita, CA)",
montzlu01,True,"Acadiana HS (Lafayette, LA)","Hill College (Hillsboro, TX)"
mooread01,True,"Mineola HS (Mineola, TX)","University of Nebraska at Lincoln (Lincoln, NE)"
moorean02,True,"North HS (Eugene, OR)","Oregon State University (Corvallis, OR)"
mooreje02,False,,
moorema02,True,"Moriarty HS (Moriarty, NM)",
mooresc02,True,"Cypress HS (Cypress, CA)",
moorety01,True,"Northwest Rankin HS (Flowood, MS)","Meridian Community College (Meridian, MS)"
moragda01,True,"Suisan City HS (Suisan City, CA)","Sacramento City College (Sacramento, CA)"
moralfr01,False,U. E. Carlos R. Aponte (Venezuela),
moraljo02,True,"Academia de Providencia HS (Rio Piedras, Puerto Rico)",
moralke01,False,,
moralos01,False,,
moralwi01,True,"Tucson HS (Tucson, AZ)","University of Arizona (Tucson, AZ)"
moranco01,True,"Iona Prep HS (New Rochelle, NY)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
morbajo01,False,"Santiago (Santiago, Dominican Republic)",
morelbr01,True,"Centennial HS (Bakersfield, CA)","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
morelmi01,True,"Amory HS (Amory, MS)","Mississippi State University (Mississippi State, MS)"
morendi01,False,,
morened01,False,,
morenju02,False,"Cagua (Cagua, Venezuela)",
morgaad01,True,"Kell HS (Marietta, GA)","University of Alabama (Tuscaloosa, AL)"
morgany01,False,"Storefront HS (St. Albert, AB)","Walla Walla Community College (Walla Walla, WA)"
moriami01,True,"Bishop Eustace Preparatory School (Pennsauken, NJ)","Seton Hall University (South Orange, NJ)"
morilju01,False,,
morimsh01,True,"Ocean Lakes HS (Virginia Beach, VA)",
morinmi01,True,"Shawnee Mission South HS (Overland Park, KS)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
morneju01,True,"New Westminster HS (New Westminster, BC)",
morofma01,False,"Trinity Prep School (Winter Park, FL)",Pittsburgh Pirates
moronre01,False,,
morriaj01,True,"Humble HS (Humble, TX)","Kansas State University (Manhattan, KS)"
morriak01,True,"Charlotte Amalie HS (St. Thomas, U. S. Virgin Islands)",
morribr01,True,"Tullahoma HS (Tullahoma, TN)","Motlow State Community College (Lynchburg, TN)"
morrilo01,True,"Northshore HS (Slidell, LA)","Maple Woods Community College (Kansas City, MO)"
morrobr01,True,"Rancho Cotate HS (Rohnert Park, CA)","University of California, Berkeley (Berkeley, CA)"
morsemi01,True,"Nova HS (Davie, FL)",
mortecl01,True,"Madison HS (Rexburg, ID)","Gonzaga University (Spokane, WA)"
mortoch02,True,"Joel Barlow HS (Redding, CT)",
mortoco01,True,"King's Academy (Fort Lauderdale, FL)","North Carolina State University (Raleigh, NC)"
moscogu01,False,Liceo Jose Luis Ramos (Dominican Republic),
moscojo01,True,"Palisades Charter HS (Pacific Palisades, CA)","Pepperdine University (Malibu, CA)"
mosebro01,True,"John I. Leonard HS (Greenacres, FL)","Hillsborough Community College (Tampa, FL)"
moseldu01,True,"Arkansas HS (Texarkana, AR)",
moskoda01,True,"Damien HS (La Verne, CA)","Clemson University (Clemson, SC)"
mossbr01,True,"Loganville HS (Loganville, GA)",
mossda01,False,"Liverpool (Sadler, Australia)",
motada01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
motteja01,True,"Valley Central HS (Montgomery, NY)","Iona College (New Rochelle, NY)"
motteta01,True,"Palm Beach Gardens HS (Palm Beach Gardens, FL)","Coastal Carolina University (Conway, SC)"
mouncto01,True,"Kamiakin HS (Kennewick, WA)",
moustmi01,True,"Chatsworth HS (Chatsworth, CA)",
moyaga01,False,,
moyast01,False,,
moylape01,False,,
mujiced01,False,Virgen de la Chiquinquira (Venezuela),
muldema01,True,"Thornwood HS (South Holland, IL)","Michigan State University (East Lansing, MI)"
mulleco01,True,"Broad Run HS (Ashburn, VA)","St. Peter's College (Jersey City, NJ)"
mullesc01,True,"Beaufort HS (Beaufort, SC)","The Citadel (Charleston, SC)"
mullice01,True,,"Campbell University (Buies Creek, NC)"
mulveke01,True,"Bishop Ahr HS (Edison, NJ)","Villanova University (Villanova, PA)"
muncyma01,True,"Keller HS (Keller, TX)","Baylor University (Waco, TX)"
munizca01,True,"Phineas Banning HS (Wilmington, CA)","Los Angeles Harbor College (Wilmington, CA)"
munoda01,True,"Loyola HS (Los Angeles, CA)","California State University Fresno (Fresno, CA)"
munozar01,False,"Instituto Platon (Navarette, Dominican Republic)",
munozya01,False,,
munsoer01,True,"Mount Carmel HS (San Diego, CA)","University of Southern California (Los Angeles, CA)"
muntesc01,True,,"Butler County Community College (El Dorado, KS)"
muratto01,False,,Osaka Taiiku University (Japan)
murphbi02,True,"Arlington HS (Riverside, CA)","California State University Northridge (Los Angeles, CA)"
murphda07,True,"Klein HS (Klein, TX)","Baylor University (Waco, TX)"
murphda08,True,"Englewood HS (Jacksonville, FL)","Jacksonville University (Jacksonville, FL)"
murphdo01,True,"Riverside Poly HS (Riverside, CA)","Orange Coast College (Costa Mesa, CA)"
murphjr01,False,"The Pendleton School (Bradenton, FL)","Princeton University (Princeton, NJ)"
murphto03,True,,"Florida Atlantic University (Boca Raton, FL)"
murphto04,True,"Moore HS (Central Square, NY)","University at Buffalo, State University of New York (Buffalo, NY)"
murraaj01,True,"Vernal HS (Vernal, UT)","Salt Lake Community College (Salt Lake City, UT)"
murraco02,True,"Olathe East HS (Olathe, KS)","University of Kansas (Lawrence, KS)"
murtoma01,True,"Eagle's Landing HS (McDonough, GA)","Georgia Institute of Technology (Atlanta, GA)"
musgrha01,True,"Bridgeport HS (Bridgeport, WV)","West Virginia University (Morgantown, WV)"
musgrjo01,True,"Grossmont HS (El Cajon, CA)",
mussene01,True,"Benton HS (Oxford, IN)",
myersbr01,True,"Englewood HS (Jacksonville, FL)",
myerswi01,True,"Wesleyan Christian Academy (High Point, NC)",
myrowbr01,False,"Burleson HS (Burleson, TX)","Hill College (Hillsboro, TX)"
nadyxa01,True,"Salinas HS (Salinas, CA)","University of California, Berkeley (Berkeley, CA)"
nageocl01,True,"Brooklyn HS (Brooklyn, OH)",
nakammi01,False,"Wesley (Melbourne, Australia)","University of South Alabama (Mobile, AL)"
nakamno01,False,Shibuya HS (Japan),
nancesh01,True,"J. Frank Dobie HS (Houston, TX)","University of Houston (Houston, TX)"
napolmi01,True,"Charles Flanagan HS (Pembroke Pines, FL)",
naquity01,True,"Klein Collins HS (Spring, TX)","Texas A&M University (College Station, TX)"
narrosa02,True,"Eastern Wayne HS (Goldsboro, NC)","East Carolina University (Greenville, NC)"
narvaom01,False,"Instituto Escuela (Maracay, Venezuela)",
narvech01,True,"T. C. Roberson HS (Asheville, NC)",
natiojo01,False,,
navada01,False,"St. Francis HS (Mountain View, CA)","Santa Clara University (Santa Clara, CA)"
navardi01,False,"Caracas (Caracas, Venezuela)",
navaref01,True,"Lynwood HS (Lynwood, CA)","University of Nevada-Las Vegas (Las Vegas, NV)"
navaros01,False,,
navarre01,True,"Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",
navarya01,False,,
nealbl01,False,"Pennsauken HS (Pennsauken, NJ)",Florida Marlins
