id,drafted,hs,col
ferreje01,True,"Emsley A. Laney HS (Wilmington, NC)","Pitt Community College (Winterville, NC)"
festama01,True,"St. Joseph by the Sea HS (Staten Island, NY)","East Stroudsburg University of Pennsylvania (East Stroudsburg, PA)"
fickch01,True,"Newbury Park HS (Thousand Oaks, CA)","California State University Fresno (Fresno, CA)"
fieldda01,True,"University of Detroit Jesuit HS (Detroit, MI)",
fieldjo02,True,"Stillwater HS (Stillwater, OK)","Mesa Community College (Mesa, AZ)"
fieldjo03,True,"Prince Avenue Christian (Bogart, GA)","University of Georgia (Athens, GA)"
fieldjo04,True,"Bishop Gorman HS (Las Vegas, NV)","University of Arizona (Tucson, AZ)"
fieldna01,False,"Heritage HS (Littleton, CO)","Barton County Community College (Great Bend, KS)"
fieldpr01,True,"Eau Gallie HS (Melbourne, FL)",
fieldth01,True,"Midway HS (Waco, TX)","Texas State University (San Marcos, TX)"
fienca01,True,"John F. Kennedy HS (La Palma, CA)","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
fiersmi01,True,"Deerfield Beach HS (Deerfield Beach, FL)","Nova Southeastern University (Fort Lauderdale, FL)"
fifest01,True,"Borah HS (Boise, ID)","University of Utah (Salt Lake City, UT)"
figaral01,False,,
figgich01,True,"Brandon HS (Brandon, FL)",
figueco01,True,"Lincoln HS (Tallahassee, FL)","University of Florida (Gainesville, FL)"
figuelu01,False,"Carolina (Carolina, Puerto Rico)",
figuene01,True,"Abraham Lincoln HS (Brooklyn, NY)","Brandeis University (Waltham, MA)"
figuepe01,False,,
fikacje01,True,"Somerville HS (Somerville, TX)","Texas State University (San Marcos, TX)"
filebo01,True,"Father Judge HS (Philadelphia, PA)","Philadelphia University (Philadelphia, PA)"
fillmhe01,True,,"Mercer County Community College (West Windsor, NJ)"
finnebr01,True,"Southwest HS (Fort Worth, TX)","Texas Christian University (Fort Worth, TX)"
fioreje01,True,"Nova HS (Davie, FL)","Florida Atlantic University (Boca Raton, FL)"
fioreto01,True,"Holy Cross HS (River Grove, IL)","Triton College (River Grove, IL)"
fisheca01,True,"Duarte HS (Duarte, CA)","Lewis-Clark State College (Lewiston, ID)"
fishede01,True,"Cedar Crest HS (Lebanon, PA)","University of Virginia (Charlottesville, VA)"
fistedo01,True,"Golden Valley HS (Merced, CA)","California State University Fresno (Fresno, CA)"
fitzgbr01,True,"Potomac HS (Potomac, VA)","Virginia Polytechnic Institute and State University (Blacksburg, VA)"
flaheja01,True,"Harvard-Westlake HS (Los Angeles, CA)",
flahery01,True,"Deering HS (Portland, ME)","Vanderbilt University (Nashville, TN)"
flandyo01,False,,
fletcda02,True,,"Loyola Marymount University (Los Angeles, CA)"
flexech01,True,"Memorial HS (Newark, CA)",
floreje02,False,Rafael Osio Perez (Venezuela),
florejo01,True,"Brandeis HS (New York, NY)","New Mexico Junior College (Hobbs, NM)"
floreke01,False,,
florera01,True,"El Rancho HS (Pico Rivera, CA)","University of Southern California (Los Angeles, CA)"
florera02,False,,
florero01,True,"El Rancho HS (Pico Rivera, CA)","University of Southern California (Los Angeles, CA)"
florewi01,False,"Inra (Valencia, Venezuela)",
floripe01,False,,
florody01,True,"Buhach Colony HS (Atwater, CA)","California State University Fullerton (Fullerton, CA)"
flowety01,True,"Blessed Trinity HS (Roswell, GA)","Chipola College (Marianna, FL)"
floydga01,True,"Mount St. Joseph's HS (Baltimore, MD)",
flynnbr01,True,"Owasso HS (Owasso, OK)","Wichita State University (Wichita, KS)"
foggjo01,True,"Cardinal Gibbons HS (Fort Lauderdale, FL)","University of Florida (Gainesville, FL)"
foltymi01,True,"Minooka HS (Minooka, IL)",
fontano01,True,"West Orange HS (Winter Garden, FL)","University of Florida (Gainesville, FL)"
fontemi01,True,"Salmen HS (Slidell, LA)","Louisiana State University (Baton Rouge, LA)"
fontwi01,False,,
foppeje01,True,"San Rafael HS (San Rafael, CA)","University of San Francisco (San Francisco, CA)"
fordda03,True,"Vineland HS (Vineland, NJ)","Chipola College (Marianna, FL)"
fordle01,True,"Port Neches-Groves HS (Port Neches, TX)","Seminole State College (Seminole, OK)"
fordma01,True,"Coral Springs HS (Coral Springs, FL)",
fornaer01,True,"Mills E. Godwin HS (Henrico, VA)","Miami-Dade College, Kendall Campus (Miami, FL)"
forstsc01,True,"Springfield HS (Springfield, PA)","James Madison University (Harrisonburg, VA)"
forsylo01,True,"Christian Brothers HS (Memphis, TN)","University of Arkansas (Fayetteville, AR)"
fortuba01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
fossuca01,True,"Midway HS (Waco, TX)","Texas A&M University (College Station, TX)"
fostejo01,True,"Amos Alonzo Stagg HS (Stockton, CA)","San Joaquin Delta College (Stockton, CA)"
fostekr01,True,"Lehigh HS (Lehigh Acres, FL)","Florida SouthWestern State College (Fort Myers, FL)"
fowlede01,True,"Milton HS (Milton, GA)",
fowledu01,True,"West Laurens HS (Dexter, GA)",
foxja02,True,"Cathedral HS (Indianapolis, IN)","University of Michigan (Ann Arbor, MI)"
foxma01,False,,
francbe01,True,"Servite HS (Anaheim, CA)","Cypress College (Cypress, CA)"
francfr01,False,"Rosa de Saron (Rosa de Saron, Dominican Republic)",
francje01,True,"North Delta Senior Second HS (North Delta, BC)",
francje02,True,"Parkview HS (Lilburn, GA)",
francju02,False,,
francma02,False,,
frandke01,True,"Bellarmine College Preparatory (San Jose, CA)","San Jose State University (San Jose, CA)"
frankni01,True,"Lake Brantley HS (Altamonte Springs, FL)",
frankse01,True,"Apex HS (Apex, NC)",
frankwa01,True,"North East HS (North East, MD)","Cecil Community College (North East, MD)"
frareca01,True,"Custer County HS (Miles City, MT)",
frasoja01,True,"Oak Forest HS (Oak Forest, IL)","Southern Illinois University Carbondale (Carbondale, IL)"
fraziad01,True,"Oconee County HS (Watkinsville, GA)","Mississippi State University (Mississippi State, MS)"
frazicl01,True,"Loganville HS (Loganville, GA)",
frazije01,False,,
frazito01,True,"Toms River South HS (Toms River, NJ)","Rutgers, the State University of New Jersey (New Brunswick, NJ)"
fredeke01,True,"Adlai E. Stevenson HS (Lincolnshire, IL)","Creighton University (Omaha, NE)"
freelky01,True,"Thomas Jefferson HS (Denver, CO)","University of Evansville (Evansville, IN)"
freelry01,True,"Sandalwood HS (Jacksonville, FL)","Tallahassee Community College (Tallahassee, FL)"
freemch01,True,"Dallas Christian HS (Mesquite, TX)",
freemfr01,True,"El Modena HS (Orange, CA)",
freemju02,False,,
freemmi01,True,"Edgewater HS (Orlando, FL)",
freemsa01,True,"Hebron HS (Carrollton, TX)","North Central Texas College (Gainesville, TX)"
freesda01,True,"Lafayette HS (Wildwood, MO)","St. Louis Community College, Meramec Campus (Kirkwood, MO)"
freimna01,True,"Wellesley HS (Wellesley, MA)","Duke University (Durham, NC)"
freiral01,False,"Caracas (Caracas, Venezuela)",
freitda01,True,"Elk Grove HS (Elk Grove, CA)","University of Hawaii at Manoa (Honolulu, HI)"
frenclu01,True,"Heritage HS (Littleton, CO)",
friasca01,False,,
friedch01,True,"Loyola Academy (Wilmette, IL)","Eastern Kentucky University (Richmond, KY)"
friedma01,True,"Harvard-Westlake HS (Los Angeles, CA)",
frierer01,False,,
frutoem01,False,,
fryerer01,True,"Reynoldsburg HS (Reynoldsburg, OH)","The Ohio State University (Columbus, OH)"
fryja01,True,"Southridge HS (Beaverton, OR)","Oregon State University (Corvallis, OR)"
frypa01,True,"Waterford-Kettering HS (Waterford, MI)","St. Clair County Community College (Port Huron, MI)"
fuentbr01,True,"Merced HS (Merced, CA)","Merced College (Merced, CA)"
fuentre01,True,"Fernando Callejo HS (Manati, Puerto Rico)",
fujikky01,False,Kochi Shogyo HS (Japan),
fukudko01,False,"PL Gakuen (Osaka, Japan)",
fukumka01,False,Miyakonojo HS (Japan),
fulchje01,True,"Trinity HS (Manchester, NH)","University of Connecticut (Storrs, CT)"
fuldsa01,True,"Phillips Exeter Academy (Exeter, NH)","Stanford University (Palo Alto, CA)"
fulmeca01,True,"All Saints Academy (Winter Haven, FL)","Vanderbilt University (Nashville, TN)"
fulmemi01,True,"Deer Creek HS (Edmond, OK)",
fultzaa01,True,"Munford HS (Munford, TN)","North Florida Community College (Madison, FL)"
furbuch01,True,"South Portland HS (South Portland, ME)","Louisiana State University (Baton Rouge, LA)"
furcara02,False,"Jose Cabrera (Loma de Cabrera, Dominican Republic)",
furmajj01,True,"Bolingbrook HS (Bolingbrook, IL)","Lewis University (Romeoville, IL)"
gabbaka01,True,"Royal Palm Beach HS (Royal Palm Beach, FL)","Indian River Community College (Fort Pierce, FL)"
gabinar01,False,,
gagnodr01,True,"Liberty HS (Brentwood, CA)","California State University Long Beach (Long Beach, CA)"
galarar01,False,Los Riscos (Venezuela),
galero01,True,,"University of Portland (Portland, OR)"
gallaca01,True,"Manheim Township HS (Lancaster, PA)",
gallase01,True,"St. Thomas Aquinas HS (Fort Lauderdale, FL)",
gallayo01,True,"Trimble Technical HS (Fort Worth, TX)",
gallegi01,False,,
galljo01,True,"St. Francis HS (Mountain View, CA)","Stanford University (Palo Alto, CA)"
gallois01,True,"Los Osos HS (Rancho Cucamonga, CA)",
gallojo01,True,"Bishop Gorman HS (Las Vegas, NV)",
gallomi01,True,"Millikan HS (Long Beach, CA)","Long Beach City College (Long Beach, CA)"
galvifr01,False,,
gamboed01,True,"Merced HS (Merced, CA)","University of California, Davis (Davis, CA)"
gamelbe01,True,"Bishop Kenney HS (Jacksonville, FL)",
gamelma01,True,"Bishop Kenney HS (Jacksonville, FL)","Chipola College (Marianna, FL)"
gandagu01,True,"Miami Lakes HS (Hialeah, FL)","University of Miami (Coral Gables, FL)"
gantjo01,True,"Wiregrass Ranch HS (Wesley Chapel, FL)",
garabed01,False,"Manrreza (Manrreza, Dominican Republic)",
garatvi01,False,,
garcefr01,False,,
garciad01,False,,
garciad02,False,,
garcian01,False,,
garciar01,True,"Pembroke Pines HS (Pembroke Pines, FL)","Florida International University (Miami, FL)"
garciav01,False,,
garcich02,True,"Gulliver Prep (Miami, FL)",
garcida03,True,"John W. North HS (Riverside, CA)","Pepperdine University (Malibu, CA)"
garcigr01,True,"Valhalla HS (El Cajon, CA)",
garciha01,False,"Mia Algeria (Mia Alegria, Venezuela)",
garcija01,False,"Palenque (Palenque, Dominican Republic)",
garcija02,True,"Sharyland HS (Mission, TX)",
garcija03,True,,
garcija04,False,Liceo Vespertino General Gregorio Luperon (Dominican Republic),
garcijo01,False,,
garcile02,False,"Liceo Ercilia Pepin (San Francisco de Macoris, Dominican Republic)",
garcilu02,True,"Hermosillo (Hermosillo, Mexico)",
garcilu03,False,,
garcion01,True,,
garcire01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
garciro01,False,"San Joaquin (San Joaquin, Venezuela)",
garciwi01,False,,
garciyi01,False,,
gardeni01,True,,"Kaskaskia College (Arcola, IL)"
gardnbr01,True,"Holly Hill-Roberts HS (Holly Hill, SC)","College of Charleston (Charleston, SC)"
gardnle01,False,"Hartland HS (Hartland, MI)","Central Michigan University (Mount Pleasant, MI)"
garibda01,False,"Cebatis (Ensenada, Mexico)",
garkory01,True,"Servite HS (Anaheim, CA)","Stanford University (Palo Alto, CA)"
garlajo01,True,"Kennedy HS (Granada Hills, CA)",
garneco01,True,"La Quinta HS (Westminster, CA)",
garnedu01,True,"San Pedro HS (San Pedro, CA)","California State University Fullerton (Fullerton, CA)"
garnepe01,True,"Dover HS (Dover, OH)","Ball State University (Muncie, IN)"
garream01,False,"Henderson International School (Henderson, NV)","St. John's University (Queens, NY)"
garrist01,False,"Hun School HS (Princeton, NJ)",Milwaukee Brewers
gartory01,True,"J W Mitchell HS (New Port Richey, FL)","Florida Atlantic University (Boca Raton, FL)"
garvemi01,True,"La Cueva HS (Albuquerque, NM)","University of New Mexico (Albuquerque, NM)"
garzama01,True,"Washington Union HS (Washington Union, CA)","California State University Fresno (Fresno, CA)"
gassnda01,True,"Hortonville HS (Hortonville, WI)","Purdue University (West Lafayette, IN)"
gastjo01,True,"Lake Brantley HS (Altamonte Springs, FL)","Florida State University (Tallahassee, FL)"
gathrjo01,True,"Bonnabel HS (Kenner, LA)",
gattiev01,True,"Bishop Lynch HS (Dallas, TX)",
gaubjo01,False,,
gaudich01,True,"Crescent City Christian HS (Metairie, LA)",
gausmke01,True,"Grandview HS (Aurora, CO)","Louisiana State University (Baton Rouge, LA)"
gavigsa01,True,"Ashland HS (Ashland, OR)","Oregon State University (Corvallis, OR)"
gearrco01,True,"Rhea County HS (Evensville, TN)","Mercer University (Macon, GA)"
gearyge01,True,"Grossmont HS (El Cajon, CA)","San Diego Mesa College (San Diego, CA)"
geedi01,True,"Cleburne HS (Cleburne, TX)","University of Texas at Arlington (Arlington, TX)"
geerjo01,True,"Forney HS (Forney, TX)","Navarro College (Corsicana, TX)"
geltzst01,False,"Wilson HS (Wilson, NY)","University at Buffalo, State University of New York (Buffalo, NY)"
gennesc01,True,"Sarasota HS (Sarasota, FL)",
gentrcr01,True,"Fort Smith Christian HS (Fort Smith, AR)","University of Arkansas (Fayetteville, AR)"
georgch02,True,"Klein HS (Klein, TX)",
gerbemi01,True,"Neuqua Valley HS (Naperville, IL)","Creighton University (Omaha, NE)"
germado01,False,,
germaes01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
germafr01,False,"San Cristobal (San Cristobal, Dominican Republic)",
germaju01,True,"Claremont HS (Claremont, CA)",
germego01,False,,
gerutjo01,True,"Willowbrook HS (Villa Park, IL)","Stanford University (Palo Alto, CA)"
gervasa01,False,,
gettiby01,False,"Cahokia HS (Cahokia, IL)",
getzch01,True,"Grosse Pointe South HS (Grosse Pointe Farms, MI)","Wake Forest University (Winston-Salem, NC)"
giarrto01,True,"Christian Brothers Academy (Lincroft, NJ)","Tulane University (New Orleans, LA)"
giavojo01,True,"Jesuit HS (New Orleans, LA)","University of New Orleans (New Orleans, LA)"
gibboja01,True,"Mayfair HS (Lakewood, CA)","California State University Los Angeles (Los Angeles, CA)"
gibsoky01,True,"Greenfield Central HS (Greenfield, IN)","University of Missouri Columbia (Columbia, MO)"
gieseda01,True,"Mount Robidoux HS (Riverside, CA)","University of San Diego (San Diego, CA)"
gileske01,True,"Rio Grande HS (Albuquerque, NM)","Yavapai College (Prescott, AZ)"
gilesma01,True,"Granite Hills HS (El Cajon, CA)","Grossmont College (El Cajon, CA)"
gilfija01,True,"Blacksburg HS (Blacksburg, SC)","Limestone College (Gaffney, SC)"
gilge01,False,"Oaxaca (Oaxaca, Mexico)",
gilje01,False,"Colegio La Zafra (San Pedro de Macoris, Dominican Republic)",
gillaco01,True,"Millard North HS (Omaha, NE)","Wichita State University (Wichita, KS)"
gilleco01,True,"West Linn HS (West Linn, OR)","Oregon State University (Corvallis, OR)"
gilmase01,True,"Crespi Carmelite HS (Encino, CA)","Florida State University (Tallahassee, FL)"
gimench01,True,"Gilroy HS (Gilroy, CA)","University of Nevada-Reno (Reno, NV)"
gimenhe01,False,,
gindlca01,True,"Pace HS (Pace, FL)",
ginteke01,True,"Union HS (Fullerton, CA)","Cypress College (Cypress, CA)"
gintema01,True,"George Rogers Clark HS (Winchester, KY)","Mississippi State University (Mississippi State, MS)"
giolilu01,True,"Harvard-Westlake HS (Los Angeles, CA)",
girodch01,True,"Hartselle HS (Hartselle, AL)","Mississippi State University (Mississippi State, MS)"
gissech01,True,"Hudson's Bay HS (Vancouver, WA)",
givenmy01,True,,
glasnty01,True,"William S. Hart HS (Santa Clarita, CA)",
glavimi01,True,"Billerica HS (Billerica, MA)","Northeastern University (Boston, MA)"
glennbr01,True,"Tulsa Union HS (Tulsa, OK)","University of Arizona (Tucson, AZ)"
gloadro01,True,"East Hampton HS (East Hampton, NY)","University of South Florida (Tampa, FL)"
gloveko01,True,"Heavener HS (Heavener, OK)","Oklahoma State University (Stillwater, OK)"
gobblji01,False,"Bristol HS (Bristol, VA)",Kansas City Royals
godfrgr01,False,,
godleza01,True,"Bamberg Ehrhardt HS (Bamberg, SC)","University of Tennessee (Knoxville, TN)"
godwity01,True,"East Bladen HS (Elizabethtown, NC)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
goebbja01,True,"Hampshire HS (Hampshire, IL)","Northwestern University (Evanston, IL)"
goedder01,True,"Bellarmine College Preparatory (San Jose, CA)","University of California, Los Angeles (Los Angeles, CA)"
goeddty01,True,"St. Francis HS (Mountain View, CA)",
goforda01,True,"Neshoba Central HS (Philadelphia, MS)","University of Mississippi (Oxford, MS)"
goharlu01,False,,
goinsry01,True,"Stony Point HS (Round Rock, TX)","Dallas Baptist University (Dallas, TX)"
goldbbr01,True,"Beachwood HS (Beachwood, OH)","The Ohio State University (Columbus, OH)"
goldspa01,True,"The Woodlands HS (The Woodlands, TX)","Texas State University (San Marcos, TX)"
golsogr01,True,"John R. Connally HS (Austin, TX)",
gombeau01,True,"West Orange HS (Winter Garden, FL)","Florida Atlantic University (Boca Raton, FL)"
gomesbr01,True,"Durfee HS (Fall River, MA)","Tulane University (New Orleans, LA)"
gomesjo01,True,"Casa Grande HS (Petaluma, CA)","Santa Rosa Junior College (Santa Rosa, CA)"
gomesya01,True,"Miami Southridge Senior HS (Miami, FL)","Barry University (Miami Shores, FL)"
gomezal01,False,"Loma de Cabrera (Loma de Cabrera, Dominican Republic)",
gomezca01,False,"Ana FA Jimenez (Santiago, Dominican Republic)",
gomezhe01,False,,
gomezje01,False,,
gomezma01,False,,
gomezmi01,False,,
gomezro01,False,,
gonsast01,True,"Cathedral Catholic HS (San Diego, CA)",
gonzaad01,True,"Eastlake HS (Chula Vista, CA)",
gonzaal03,False,"Octavio Hernandez (Maracaibo, Venezuela)",
gonzaal04,False,,
gonzaan01,True,"Florida Air Academy HS (Melbourne, FL)",
gonzaca01,False,"Liceo Udon Perez (Maracaibo, Venezuela)",
gonzach01,True,"Boca Raton Community HS (Boca Raton, FL)","Oral Roberts University (Tulsa, OK)"
gonzadi01,True,"Bayamon (Bayamon, Puerto Rico)",
gonzaed01,False,"Preparatoria #16 (Nuevo Leon, Mexico)",
gonzaed02,True,"Eastlake HS (Chula Vista, CA)","San Diego State University (San Diego, CA)"
gonzaen01,False,"Onebad Adocateba (Bolivar, Venezuela)",
gonzaer01,False,,
gonzagi01,True,"Monsignor Edward Pace HS (Miami Gardens, FL)",
gonzalu02,False,"El Tigre (El Tigre, Venezuela)",
gonzama01,False,,
gonzama02,True,"Rocky Mountain HS (Fort Collins, CO)","Gonzaga University (Spokane, WA)"
gonzame01,False,,
gonzami02,True,"Harvest Christian Academy (Pasadena, TX)","San Jacinto College, North Campus (Houston, TX)"
