Gardner-Webb,GW,,7,Canisius,CAN,,10,,12,2017-02-17
Old Dominion,ODU,,13,LIU Brooklyn,LIU ,,0,,9,2017-02-17
Bethune-Cookman,BCU,,2,Boston College,BC,,1,,9,2017-02-17
Charleston So.,CHSO,,2,Delaware St.,DEST,,9,,9,2017-02-17
Savannah St.,SVST,,6,Fairleigh Dickinson,FDU,,4,,9,2017-02-17
Abilene Christian,ACU,,2,Michigan St.,MSU,,9,,9,2017-02-17
Mercer,MER,,13,UMES,UMES,,2,,9,2017-02-17
Arizona,ARIZ,,6,Eastern Ky.,EKU,,0,,9,2017-02-17
Winthrop,WIN,,12,Maine,UME,,5,,9,2017-02-17
Mississippi St.,MSST,,2,Texas Tech,TTU,,5,,9,2017-02-17
Air Force,AFA,,8,Army West Point,ARMY,,7,"@Baton Rouge, La.        ",9,2017-02-17
Illinois,ILL,,10,Milwaukee,MIL,,2,"@Beaumont, Texas        ",9,2017-02-17
Virginia,UVA,,10,Liberty,LIB,,2,"@Charleston, S.C.        ",9,2017-02-17
Illinois St.,ILST,,17,Indiana St.,INST,,7,"@Clarksville, TN        ",9,2017-02-17
Louisville,UL,,7,Alabama St.,ALST,,0,"@Clearwater, Fla.        ",9,2017-02-17
Maryland,UMD,,3,Ball St.,BSU,,8,"@Clearwater, Fla.        ",9,2017-02-17
Missouri,MIZ,,2,Eastern Mich.,EMU,,6,"@Fort Myers, Fla.        ",9,2017-02-17
Murray St.,MUR,,5,Hofstra,HOF,,1,"@Hammond, La.        ",9,2017-02-17
Jacksonville,JAC,,2,Morehead St.,MRST,,5,"@Jackson, Miss.        ",9,2017-02-17
Pittsburgh,PITT,,5,Delaware,DEL,,3,"@Kissimmee, FL        ",9,2017-02-17
Kansas St.,KSU,,3,Ohio St.,OSU,,6,"@Kissimmee, Fla.        ",9,2017-02-17
Missouri St.,MOST,,12,Rhode Island,URI,,1,"@Lake Charles, La.        ",9,2017-02-17
Saint Mary's (CA),SMC,,6,UC Davis,UCD,,4,"@Las Vegas,         ",9,2017-02-17
La Salle,LS,,1,Butler,BUT,,3,"@Lexington, S.C.        ",9,2017-02-17
St. John's (NY),SJ,,14,Western Caro.,WCU,,3,"@Myrtle Beach, S.C.        ",9,2017-02-17
James Madison,JMU,,5,N.C. A&T,NCAT,,1,"@Myrtle Beach, SC        ",9,2017-02-17
Southeast Mo. St.,SEMO,,4,UT Arlington,UTA,,3,"@Nacogdoches, Texas        ",9,2017-02-17
Grambling,GSU,,4,Alcorn,ALCN,,1,"@New Orleans, La.        ",6,2017-02-17
Northern Ill.,NIU,,2,South Dakota St.,SDST,,7,"@Phoenix, Ariz        ",9,2017-02-17
Northern Ill.,NIU,,1,Chicago St.,CSU,,11,"@Phoenix, Ariz.        ",9,2017-02-17
Michigan,UM,,4,Seton Hall,SET,,5,"@Port St. Lucie, Fla.        ",9,2017-02-17
UConn,CONN,,5,UMass Lowell,UML,,3,"@Port St. Lucie, Fla.        ",9,2017-02-17
Notre Dame,ND,,2,Lafayette,LC,,10,"@San Antonio, TX        ",9,2017-02-17
Lafayette,LC,,6,Saint Louis,SLU,,24,"@San Antonio, TX        ",9,2017-02-17
Saint Louis,SLU,,6,Incarnate Word,ICW,,3,"@San Antonio, Texas        ",9,2017-02-17
Western Ill.,WIU,,1,Texas Tech,TTU,,15,"@Starkville, Miss.        ",9,2017-02-17
Gonzaga,GU,,3,Indiana,IU,,12,"@Surprise, Ariz.        ",9,2017-02-17
Oregon St.,ORST,,6,Duke,DUKE,,3,"@Surprise, Ariz.        ",9,2017-02-17
Duke,DUKE,,1,Gonzaga,GU,,6,"@Surprise, Ariz.        ",9,2017-02-17
Oregon St.,ORST,,1,Indiana,IU,,0,"@Surprise, Ariz.        ",9,2017-02-17
VMI,VMI,,11,Appalachian St.,APST,,5,"@Wilmington, N.C.        ",9,2017-02-17
Ohio,OHIO,,10,La Salle,LS,,2,"@Lexington, SC        ",9,2017-02-17
Oral Roberts,ORU,,10,Little Rock,LR,,4,,9,2017-02-17
Campbell,CAMP,,12,Northern Ky.,NKU,,5,,9,2017-02-17
Northwestern St.,NWST,,2,Cincinnati,UC,,3,,10,2017-02-17
Prairie View,PV,,5,UIC,UIC,,4,"@New Orleans, La.        ",9,2017-02-17
Nebraska,NEB,,3,UC Riverside,UCR,,4,"@Tempe, Ariz.        ",9,2017-02-17
Seattle U,SEA,,4,SIUE,SIUE,,1,,7,2017-02-17
Arizona St.,ASU,,3,Northwestern,NW,,1,,9,2017-02-17
Wake Forest,WF,,5,Nicholls St.,NIST,,0,"@Houston, Texas        ",9,2017-02-17
Arizona St.,ASU,,4,Northwestern,NW,,3,,9,2017-02-17
Seattle U,SEA,,9,SIUE,SIUE,,3,,9,2017-02-17
UC Riverside,UCR,,4,Nebraska,NEB,,5,"@Tempe, Ariz.        ",9,2017-02-17
California,CAL,,4,Cal Poly,CP,,6,,1,2017-02-18
Louisiana Tech,LTU,,13,Ark.-Pine Bluff,ARPB,,3,,9,2017-02-18
Old Dominion,ODU,,16,LIU Brooklyn,LIU ,,8,,9,2017-02-18
Bethune-Cookman,BCU,,6,Boston College,BC,,5,,9,2017-02-18
Charleston So.,CHSO,,3,Delaware St.,DEST,,2,,9,2017-02-18
Savannah St.,SVST,,3,Fairleigh Dickinson,FDU,,2,,9,2017-02-18
Mercer,MER,,15,UMES,UMES,,0,,9,2017-02-18
Arizona,ARIZ,,16,Eastern Ky.,EKU,,13,,9,2017-02-18
Winthrop,WIN,,12,Maine,UME,,5,,9,2017-02-18
Milwaukee,MIL,,4,Illinois,ILL,,2,"@Beaumont, Texas        ",9,2017-02-18
Liberty,LIB,,6,Kansas,KU,,1,"@Charleston, S.C.        ",9,2017-02-18
Alabama St.,ALST,,2,Ball St.,BSU,,3,"@Clearwater, Fla.        ",9,2017-02-18
Louisville,UL,,10,Maryland,UMD,,7,"@Clearwater, Fla.        ",9,2017-02-18
Nicholls St.,NIST,,12,Wake Forest,WF,,5,"@Houston, Texas        ",9,2017-02-18
Morehead St.,MRST,,0,Jacksonville,JAC,,6,"@Jackson, Miss.        ",9,2017-02-18
Pittsburgh,PITT,,4,Kansas St.,KSU,,5,"@Kissimmee, FL        ",9,2017-02-18
Pittsburgh,PITT,,7,Ohio St.,OSU,,2,"@Kissimmee, FL        ",9,2017-02-18
Ohio St.,OSU,,15,Delaware,DEL,,10,"@Kissimmee, Fla.        ",9,2017-02-18
Delaware,DEL,,0,Kansas St.,KSU,,7,"@Kissimmee, Fla.        ",9,2017-02-18
Stony Brook,SB,,0,Missouri St.,MOST,,7,"@Lake Charles, La.        ",9,2017-02-18
Butler,BUT,,15,Ohio,OHIO,,4,"@Lexington, S.C.        ",9,2017-02-18
La Salle,LS,,5,Ohio,OHIO,,14,"@Lexington, S.C.        ",9,2017-02-18
St. John's (NY),SJ,,13,James Madison,JMU,,1,"@Myrtle Beach, S.C.        ",9,2017-02-18
N.C. A&T,NCAT,,1,Richmond,RICH,,3,"@Myrtle Beach, S.C.        ",9,2017-02-18
UT Arlington,UTA,,5,Southeast Mo. St.,SEMO,,3,"@Nacogdoches, Texas        ",9,2017-02-18
Notre Dame,ND,,6,Saint Louis,SLU,,8,"@Nelson Wolff Stadium,         ",9,2017-02-18
Southern U.,SOU,,5,Grambling,GSU,,11,"@New Orleans, La.        ",9,2017-02-18
Prairie View,PV,,3,Alcorn,ALCN,,11,"@New Orleans, La.        ",9,2017-02-18
South Dakota St.,SDST,,3,Chicago St.,CSU,,1,"@Phoenix, Ariz.        ",9,2017-02-18
Notre Dame,ND,,12,Incarnate Word,ICW,,10,"@San Antonio, TX        ",9,2017-02-18
Texas Tech,TTU,,13,Western Ill.,WIU,,5,"@Starkville, Miss.        ",9,2017-02-18
Gonzaga,GU,,4,Duke,DUKE,,1,"@Surprise, Ariz.        ",9,2017-02-18
George Mason,GMU,,3,Appalachian St.,APST,,1,"@Wilmington, N.C.        ",9,2017-02-18
Appalachian St.,APST,,3,VMI,VMI,,1,"@Wilmington, N.C.        ",9,2017-02-18
CSUN,CSUN,,6,Portland,POR,,0,,9,2017-02-18
Alabama A&M,AAMU,,5,Purdue Fort Wayne,PUFW,,3,,9,2017-02-18
San Francisco,SF,,8,Northern Colo.,UNCO,,3,,9,2017-02-18
UAB,UAB,,5,Creighton,CREI,,1,,9,2017-02-18
Lamar University,LAM,,6,Milwaukee,MIL,,0,,9,2017-02-18
Seattle U,SEA,,0,SIUE,SIUE,,6,,9,2017-02-18
Indiana St.,INST,,14,Youngstown St.,YSU,,4,"@Clarksville, TN        ",9,2017-02-18
Louisiana,ULL,,0,Murray St.,MUR,,2,"@Hammond, LA        ",9,2017-02-18
Chicago St.,CSU,,7,Northern Ill.,NIU,,6,"@Phoenix, Ariz.        ",12,2017-02-18
Michigan,UM,,8,Seton Hall,SET,,7,"@Port St. Lucie, Fla.        ",10,2017-02-18
Oral Roberts,ORU,,4,Little Rock,LR,,3,,13,2017-02-18
Campbell,CAMP,,3,Northern Ky.,NKU,,5,,9,2017-02-18
Northwestern St.,NWST,,3,Cincinnati,UC,,2,,9,2017-02-18
Arkansas,ARK,,5,Miami (OH),MU,,1,,9,2017-02-18
Davidson,DAV,,9,Georgetown,GTWN,,4,,9,2017-02-18
UC Irvine,UCI,,8,Minnesota,MIN,,9,,9,2017-02-18
Miami (FL),MIAM,,8,Rutgers,RUT,,4,,9,2017-02-18
Western Ky.,WKU,,4,Valparaiso,VAL,,3,,9,2017-02-18
Southern Miss.,USM,,14,Northeastern,NEU,,1,,9,2017-02-18
A&M-Corpus Christi,AMCC,,5,Bradley,BRAD,,9,,9,2017-02-18
Houston,UH,,5,Nicholls St.,NIST,,3,,9,2017-02-18
Wichita St.,WICH,,16,Utah Valley,UVU,,2,,9,2017-02-18
Stetson,STE,,0,Southern Ill.,SIU,,7,,9,2017-02-18
USC Upstate,USCU,,8,Virginia Tech,VTU,,9,,9,2017-02-18
New Orleans,UNO,,8,UIC,UIC,,5,,9,2017-02-18
McNeese,MCNS,,5,Rhode Island,URI,,4,,9,2017-02-18
San Diego St.,SDSU,,1,Pacific,PAC,,5,,10,2017-02-18
UCLA,UCLA,,3,San Jose St.,SJSU,,2,,9,2017-02-18
New Mexico,NMU,,10,Binghamton,BING,,4,,9,2017-02-18
The Citadel,CIT,,6,Virginia,UVA,,10,,9,2017-02-18
DBU,DBU,,11,La.-Monroe,ULM,,0,,9,2017-02-18
Alabama,ALA,,8,Presbyterian,PRES,,1,,9,2017-02-18
Kennesaw St.,KENN,,4,BYU,BYU,,13,,9,2017-02-18
Elon,ELON,,7,Longwood,LU,,0,,9,2017-02-18
Fresno St.,FRES,,9,Oregon,UO,,1,,9,2017-02-18
UT Martin,UTM,,14,,,,0,,9,2017-02-18
Memphis,MEM,,4,Tennessee,TENN,,1,,9,2017-02-18
Georgia St.,GAST,,6,Western Mich.,WMU,,4,,9,2017-02-18
UCF,UCF,,3,Siena,SIE,,0,,9,2017-02-18
North Florida,UNF,,7,Radford,RAD,,8,,9,2017-02-18
Austin Peay,PEAY,,9,Illinois St.,ILST,,4,,9,2017-02-18
SFA,SFA,,2,UT Arlington,UTA,,1,,10,2017-02-18
Norfolk St.,NORF,,12,Villanova,VU,,7,,9,2017-02-18
UNCW,UNCW,,4,VMI,VMI,,3,,9,2017-02-18
South Carolina,SC,,5,UNC Greensboro,UNCG,,1,,9,2017-02-18
Charlotte,CHAR,,13,West Virginia,WVU,,2,,9,2017-02-18
Southeastern La.,SELA,,11,Hofstra,HOF,,1,,7,2017-02-18
Florida St.,FSU,,12,VCU,VCU,,3,,9,2017-02-18
Florida,UF,,8,William & Mary,WM,,1,,9,2017-02-18
Belmont,BEL,,0,Kent St.,KENT,,3,,9,2017-02-18
Arizona St.,ASU,,6,Northwestern,NW,,2,,9,2017-02-18
Georgia Tech,GT,,11,Marshall,MRSH,,3,,9,2017-02-18
ETSU,ETSU,,7,Central Mich.,CMU,,8,,9,2017-02-18
,,,1,UC Santa Barbara,UCSB,,0,,9,2017-02-18
TCU,TCU,,12,Penn St.,PSU,,1,,9,2017-02-18
Ole Miss,MISS,,3,East Carolina,ECU,,2,,9,2017-02-18
Lamar University,LAM,,15,Illinois,ILL,,9,,9,2017-02-18
Mississippi St.,MSST,,8,Western Ill.,WIU,,2,,9,2017-02-18
North Carolina,UNC,,6,Kentucky,UK,,5,,9,2017-02-18
Florida A&M,FAMU,,2,Wofford,WOF,,3,,9,2017-02-18
Hawaii,HAW,,8,NC State,NCST,,3,,9,2017-02-18
Central Ark.,UCA,,10,Evansville,EVAN,,9,,10,2017-02-18
Georgia,UGA,,6,Col. of Charleston,COC,,15,,9,2017-02-18
Oklahoma,OU,,3,Long Beach St.,LBST,,8,,9,2017-02-18
Fla. Atlantic,FAU,,6,Monmouth,MON,,1,,9,2017-02-18
Lipscomb,LIP,,3,Oakland,OAK,,2,,9,2017-02-18
Clemson,CLEM,,6,Wright St.,WRST,,2,,9,2017-02-18
Samford,SAMF,,4,UNC Asheville,UNCA,,1,,9,2017-02-18
Ga. Southern,GASO,,7,Middle Tenn.,MTU,,6,,10,2017-02-18
Cal St. Fullerton,CSF,,8,Stanford,STAN,,1,,9,2017-02-18
Sam Houston St.,SHSU,,4,Nevada,NEV,,5,,10,2017-02-18
FIU,FIU,,5,Jacksonville St.,JVST,,6,,9,2017-02-18
Furman,FURM,,9,Dayton,DAY,,7,,9,2017-02-18
Coastal Caro.,CCU,,4,Western Caro.,WCU,,5,,9,2017-02-18
Jackson St.,JKST,,1,Jacksonville,JAC,,7,,9,2017-02-18
Jackson St.,JKST,,10,Morehead St.,MRST,,5,,9,2017-02-18
South Fla.,USF,,2,Iowa,IOWA,,4,,9,2017-02-18
UTRGV,UTRG,,12,Texas Southern,TSU,,2,,7,2017-02-18
Arkansas St.,ARST,,11,,,,5,,9,2017-02-18
UTSA,UTSA,,12,Quinnipiac,QUIN,,1,,9,2017-02-18
Texas St.,TXST,,8,Purdue,PUR,,12,,9,2017-02-18
Mississippi Val.,MVSU,,6,North Dakota St.,NDSU,,9,,10,2017-02-18
Troy,TROY,,2,Xavier,XAV,,1,,10,2017-02-18
FGCU,FGCU,,13,Sacred Heart,SHU,,8,,9,2017-02-18
Tennessee Tech,TNTC,,10,Toledo,TOL,,2,,9,2017-02-18
Auburn,AUB,,2,George Washington,GWU,,0,,9,2017-02-18
High Point,HPU,,11,NJIT,NJIT,,0,,9,2017-02-18
New Mexico St.,NMST,,7,Bryant,BRY,,13,,9,2017-02-18
Texas,UT,,5,Rice,RICE,,4,,7,2017-02-18
Gardner-Webb,GW,,5,Canisius,CAN,,9,,9,2017-02-18
Abilene Christian,ACU,,7,Michigan St.,MSU,,9,,9,2017-02-18
Bucknell,BUCK,,0,Marist,MAR,,5,"@Cary, N.C.        ",10,2017-02-18
Missouri,MIZ,,27,Eastern Mich.,EMU,,9,"@Fort Myers, Fla.        ",9,2017-02-18
UConn,CONN,,7,UMass Lowell,UML,,3,"@Port St. Lucie, Fla.        ",9,2017-02-18
CSU Bakersfield,CSUB,,6,Utah,UTAH,,5,,9,2017-02-18
Houston Baptist,HBU,,3,Fordham,FORD,,4,,9,2017-02-18
LSU,LSU,,9,Army West Point,ARMY,,0,,7,2017-02-18
Tulane,TUL,,4,Air Force,AFA,,3,,9,2017-02-18
Santa Clara,SCU,,2,Washington,UW,,5,,9,2017-02-18
Pepperdine,PEPP,,8,Saint Joseph's,SJU,,0,,9,2017-02-18
South Alabama,SAU,,8,Eastern Ill.,EIU,,2,,9,2017-02-18
Sacramento St.,SAC,,10,Washington St.,WSU,,2,,9,2017-02-18
Baylor,BAY,,6,Niagara,NU,,3,,9,2017-02-18
Texas A&M,TAMU,,19,Bowling Green,BG,,2,,9,2017-02-18
Southern California,USC,,22,Coppin St.,COPP,,2,,9,2017-02-18
N.C. Central,NCCU,,3,Navy,NAVY,,2,,9,2017-02-18
UTRGV,UTRG,,9,Texas Southern,TSU,,0,,9,2017-02-18
N.C. Central,NCCU,,8,Navy,NAVY,,7,,7,2017-02-18
UTSA,UTSA,,7,Quinnipiac,QUIN,,8,,12,2017-02-18
Texas St.,TXST,,13,Purdue,PUR,,11,,9,2017-02-18
Mississippi Val.,MVSU,,3,North Dakota St.,NDSU,,9,,7,2017-02-18
Troy,TROY,,2,Xavier,XAV,,8,,9,2017-02-18
FGCU,FGCU,,9,Sacred Heart,SHU,,3,,9,2017-02-18
Tennessee Tech,TNTC,,10,Toledo,TOL,,0,,9,2017-02-18
Auburn,AUB,,5,George Washington,GWU,,9,,9,2017-02-18
High Point,HPU,,2,NJIT,NJIT,,4,,9,2017-02-18
New Mexico St.,NMST,,4,Bryant,BRY,,3,,9,2017-02-18
Texas,UT,,6,Rice,RICE,,1,,9,2017-02-18
Gardner-Webb,GW,,6,Canisius,CAN,,5,,9,2017-02-18
Abilene Christian,ACU,,7,Michigan St.,MSU,,19,,9,2017-02-18
Bucknell,BUCK,,7,Marist,MAR,,3,"@Cary, N.C.        ",9,2017-02-18
Michigan,UM,,10,Seton Hall,SET,,7,"@Port St. Lucie, Fla.        ",7,2017-02-18
UConn,CONN,,7,UMass Lowell,UML,,1,"@Port St. Lucie,         ",9,2017-02-18
Houston Baptist,HBU,,13,Fordham,FORD,,5,,9,2017-02-18
LSU,LSU,,6,Army West Point,ARMY,,0,,7,2017-02-18
Tulane,TUL,,2,Air Force,AFA,,3,,9,2017-02-18
California,CAL,,4,Cal Poly,CP,,3,,9,2017-02-18
South Alabama,SAU,,32,Eastern Ill.,EIU,,0,,9,2017-02-18
Santa Clara,SCU,,4,Washington,UW,,3,,9,2017-02-18
Pepperdine,PEPP,,7,Saint Joseph's,SJU,,5,,9,2017-02-18
Sacramento St.,SAC,,6,Washington St.,WSU,,4,,9,2017-02-18
CSU Bakersfield,CSUB,,5,Utah,UTAH,,7,,9,2017-02-18
Baylor,BAY,,21,Niagara,NU,,6,,9,2017-02-18
Texas A&M,TAMU,,16,Bowling Green,BG,,5,,9,2017-02-18
Southern California,USC,,6,Coppin St.,COPP,,2,,9,2017-02-18
Missouri,MIZ,,6,Eastern Mich.,EMU,,5,"@Fort Myers, Fla.        ",9,2017-02-18
Incarnate Word,ICW,,4,Lafayette,LC,,3,"@San Antonio, TX        ",11,2017-02-18
Arkansas St.,ARST,,5,,,,2,,7,2017-02-18
San Diego,USD,,1,Vanderbilt,VAN,,11,,9,2017-02-19
FIU,FIU,,6,Jacksonville St.,JVST,,12,,9,2017-02-19
Furman,FURM,,11,Dayton,DAY,,12,,9,2017-02-19
Coastal Caro.,CCU,,3,James Madison,JMU,,11,,9,2017-02-19
Jackson St.,JKST,,1,Morehead St.,MRST,,3,,9,2017-02-19
South Fla.,USF,,6,Iowa,IOWA,,0,,9,2017-02-19
Texas,UT,,1,Rice,RICE,,7,,9,2017-02-19
Houston Baptist,HBU,,7,Fordham,FORD,,6,,9,2017-02-19
Louisiana Tech,LTU,,16,Ark.-Pine Bluff,ARPB,,1,,9,2017-02-19
Gardner-Webb,GW,,5,Canisius,CAN,,0,,9,2017-02-19
Old Dominion,ODU,,11,LIU Brooklyn,LIU ,,7,,9,2017-02-19
Seattle U,SEA,,10,SIUE,SIUE,,13,,9,2017-02-19
Bethune-Cookman,BCU,,3,Boston College,BC,,2,,9,2017-02-19
Charleston So.,CHSO,,3,Delaware St.,DEST,,1,,9,2017-02-19
Abilene Christian,ACU,,5,Michigan St.,MSU,,14,,9,2017-02-19
Savannah St.,SVST,,10,Fairleigh Dickinson,FDU,,9,,9,2017-02-19
Mercer,MER,,8,UMES,UMES,,4,,9,2017-02-19
Arizona,ARIZ,,18,Eastern Ky.,EKU,,4,,9,2017-02-19
Winthrop,WIN,,3,Maine,UME,,2,,9,2017-02-19
UNLV,UNLV,,2,Omaha,OMA,,8,,9,2017-02-19
Marist,MAR,,10,Bucknell,BUCK,,8,"@Cary, N.C.        ",9,2017-02-19
Kansas,KU,,6,Virginia,UVA,,9,"@Charleston, S.C.        ",9,2017-02-19
Youngstown St.,YSU,,7,Illinois St.,ILST,,13,"@Clarksville, Tenn.        ",9,2017-02-19
Maryland,UMD,,9,Alabama St.,ALST,,7,"@Clearwater, Fla.        ",9,2017-02-19
Ball St.,BSU,,4,Louisville,UL,,10,"@Clearwater, Fla.        ",9,2017-02-19
Missouri,MIZ,,7,Eastern Mich.,EMU,,2,"@Fort Myers, Fla.        ",9,2017-02-19
Pittsburgh,PITT,,3,Delaware,DEL,,2,"@Kissimmee, FL        ",9,2017-02-19
Ohio St.,OSU,,2,Kansas St.,KSU,,3,"@Kissimmee, Fla.        ",9,2017-02-19
Rhode Island,URI,,6,Stony Brook,SB,,3,"@Lake Charles, La.        ",9,2017-02-19
Omaha,OMA,,3,Saint Mary's (CA),SMC,,9,"@Las Vegas, Nev.        ",9,2017-02-19
Ohio,OHIO,,4,Butler,BUT,,0,"@Lexington, S.C.        ",9,2017-02-19
Butler,BUT,,6,La Salle,LS,,5,"@Lexington, SC        ",9,2017-02-19
Richmond,RICH,,3,St. John's (NY),SJ,,7,"@Myrtle Beach, S.C.        ",9,2017-02-19
Western Caro.,WCU,,16,N.C. A&T,NCAT,,7,"@Myrtle Beach, S.C.        ",9,2017-02-19
Grambling,GSU,,3,UIC,UIC,,9,"@New Orleans, La.        ",9,2017-02-19
Southern U.,SOU,,5,Alcorn,ALCN,,6,"@New Orleans, La.        ",9,2017-02-19
Michigan,UM,,6,Seton Hall,SET,,8,"@Port St. Lucie, Fla.        ",9,2017-02-19
UConn,CONN,,8,UMass Lowell,UML,,11,"@Port St. Lucie, Fla.        ",9,2017-02-19
Indiana,IU,,5,Gonzaga,GU,,1,"@Surprise, Ariz.        ",9,2017-02-19
Oregon St.,ORST,,11,Duke,DUKE,,2,"@Surprise, Ariz.        ",9,2017-02-19
George Mason,GMU,,21,VMI,VMI,,1,"@Wilmington, N.C.        ",9,2017-02-19
Incarnate Word,ICW,,6,Lafayette,LC,,5,,9,2017-02-19
Louisiana,ULL,,1,Hofstra,HOF,,0,"@Hammond, LA        ",9,2017-02-19
Prairie View,PV,,1,UIC,UIC,,6,"@New Orleans, La.        ",9,2017-02-19
Saint Louis,SLU,,8,Notre Dame,ND,,3,"@San Antonio, TX        ",9,2017-02-19
